countyFIPS,County Name,State,StateFIPS,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31
20147,County 20147,State,20,218,218,256,258,258,258,258,287,287,336,336,336,386,401,401,401,420,424,424,424,441,473,473,479,509,509,553,553,558,558,558,558,558,601,601,601,622,622,647,647,647,647,647,647,647,647,647,647,694,694,694,694,694,694,741,741,741,741,741,741,757,757,757,757,765,765,765,765,765,765,765,765,765,783,783,810,824,874,919,919,919,955,955,955,955,955,955,955,955,955,955,976,976,976,976,976,976,976,981,1010,1010,1010,1038,1038,1038,1038,1038,1064,1064,1064,1064,1114,1114,1114,1156,1203,1212,1212,1215,1215,1237,1237,1286,1286,1299,1299,1335,1335,1335,1344,1344,1344,1386,1386,1386,1386,1386,1395,1404,1404,1404,1404,1441,1441,1441,1441,1441,1465,1502,1502,1502,1502,1534,1534,1534,1534,1554,1554,1554,1554,1582,1604,1642,1651,1651,1651,1651,1651,1651,1682,1682,1682,1682,1682,1682,1712,1712,1712,1712,1760,1763,1763,1763,1788,1788,1788,1788,1788,1836,1836,1869,1869,1869,1869,1869,1869,1870,1870,1870,1870,1870,1870,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1888,1896,1896,1915,1915,1915,1952,1952,1952,1952,1976,1976,1976,1993,1993,1993,1993,2009,2018,2018,2018,2060,2077,2077,2077,2077,2077,2121,2121,2143,2143,2143,2143,2192,2192,2192,2204,2204,2204,2204,2204,2204,2204,2204,2204,2250,2250,2276,2276,2276,2325,2344,2376,2376,2376,2401,2420,2420,2420,2420,2443,2443,2443,2443,2479,2498,2498,2545,2545,2545,2545,2545,2545,2545,2545,2568,2568,2568,2578,2625,2637,2671,2699,2699,2724,2724,2724,2724,2731,2774,2811,2811,2811,2859
38081,County 38081,State,38,719,764,814,814,814,833,833,833,854,854,858,904,904,904,914,914,914,914,914,924,924,924,924,924,924,924,924,924,924,924,928,952,952,952,952,990,1028,1028,1028,1068,1068,1100,1100,1137,1137,1160,1168,1168,1174,1174,1203,1203,1203,1230,1230,1230,1256,1259,1259,1259,1305,1329,1344,1344,1344,1344,1344,1353,1384,1384,1407,1407,1407,1407,1456,1479,1522,1522,1547,1547,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1611,1611,1611,1611,1611,1611,1611,1642,1659,1673,1677,1677,1725,1725,1773,1773,1773,1773,1816,1844,1844,1844,1844,1844,1844,1844,1847,1874,1889,1889,1922,1922,1936,1982,1982,1982,1982,1982,1982,2026,2026,2026,2026,2044,2044,2044,2047,2047,2047,2047,2047,2047,2065,2065,2065,2065,2065,2106,2153,2176,2176,2217,2217,2217,2225,2225,2225,2225,2225,2225,2225,2225,2225,2250,2250,2271,2294,2294,2309,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2339,2385,2385,2385,2385,2411,2423,2423,2423,2423,2423,2423,2423,2423,2473,2473,2473,2478,2484,2484,2484,2526,2535,2535,2535,2535,2535,2535,2535,2535,2535,2535,2545,2545,2556,2556,2586,2586,2586,2586,2586,2586,2586,2586,2586,2586,2609,2609,2646,2653,2653,2670,2670,2697,2697,2721,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2733,2751,2751,2751,2773,2782,2782,2782,2782,2831,2831,2831,2831,2831,2831,2831,2848,2848,2878,2921,2921,2921,2921,2921,2921,2921,2958,2958,3002,3002,3043,3043,3054,3102,3152,3193,3223,3251,3282,3282,3313,3313,3313,3313,3342,3342,3342,3342,3363,3363,3363,3363,3363,3363,3412
37127,County 37127,State,37,745,745,745,745,745,745,745,776,781,781,781,781,796,817,817,864,864,895,895,895,895,895,895,910,910,910,923,923,972,972,972,972,972,972,998,998,1046,1075,1089,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1137,1137,1137,1177,1177,1177,1225,1238,1238,1238,1238,1238,1238,1238,1238,1249,1250,1250,1250,1250,1250,1254,1254,1289,1289,1289,1310,1310,1310,1310,1310,1310,1316,1316,1316,1353,1353,1375,1419,1419,1462,1467,1467,1467,1467,1469,1469,1499,1517,1517,1517,1517,1544,1544,1544,1544,1544,1568,1568,1568,1568,1568,1568,1568,1568,1568,1585,1585,1585,1585,1585,1612,1612,1612,1612,1612,1612,1612,1612,1612,1633,1635,1635,1685,1685,1701,1701,1701,1701,1735,1735,1737,1737,1772,1772,1772,1772,1788,1788,1788,1788,1788,1788,1788,1798,1798,1818,1818,1818,1818,1818,1845,1881,1903,1903,1903,1903,1942,1948,1948,1948,1998,1998,2021,2021,2021,2041,2051,2051,2051,2064,2064,2064,2113,2113,2113,2113,2143,2143,2160,2160,2170,2216,2216,2216,2230,2230,2230,2268,2268,2270,2282,2282,2316,2364,2364,2388,2388,2388,2388,2388,2389,2424,2428,2475,2518,2518,2561,2610,2610,2610,2610,2610,2610,2610,2610,2636,2667,2667,2700,2700,2700,2700,2700,2700,2700,2700,2700,2722,2757,2757,2757,2757,2757,2757,2757,2757,2757,2757,2775,2775,2807,2850,2850,2864,2864,2887,2901,2901,2938,2962,3005,3005,3005,3005,3005,3010,3010,3010,3010,3032,3032,3032,3032,3032,3032,3032,3065,3065,3065,3065,3065,3065,3094,3094,3113,3113,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3142,3160,3160,3170,3170,3170,3170,3170,3170
51183,County 51183,State,51,668,668,668,668,668,668,668,668,681,681,681,681,681,681,681,681,715,715,715,715,715,715,715,733,763,763,779,779,779,779,790,790,790,825,870,870,870,886,886,886,891,891,898,898,898,898,898,926,975,1019,1019,1019,1019,1068,1068,1106,1134,1134,1154,1154,1154,1154,1154,1158,1158,1158,1158,1158,1161,1184,1184,1184,1184,1184,1184,1203,1253,1253,1253,1253,1283,1327,1370,1370,1370,1370,1370,1382,1382,1397,1397,1397,1440,1440,1440,1460,1460,1460,1483,1483,1483,1483,1509,1509,1509,1509,1509,1509,1550,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1622,1622,1622,1622,1648,1648,1662,1662,1698,1705,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1755,1755,1755,1755,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1780,1815,1815,1815,1815,1815,1815,1815,1858,1858,1903,1903,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1934,1946,1946,1946,1946,1955,1955,1955,1959,1973,1973,1973,1973,2014,2014,2045,2045,2080,2080,2080,2080,2111,2111,2111,2111,2111,2111,2132,2132,2163,2163,2163,2163,2163,2190,2190,2202,2202,2245,2245,2249,2249,2249,2249,2249,2249,2282,2311,2311,2311,2343,2378,2379,2379,2379,2379,2379,2379,2412,2412,2415,2415,2440,2440,2457,2457,2479,2513,2513,2513,2513,2513,2539,2539,2569,2569,2569,2569,2569,2569,2569,2569,2569,2569,2586,2586,2586,2586,2624,2624,2636,2636,2636,2636,2647,2647,2655,2655,2655,2695,2710,2727,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2743
48001,County 48001,State,48,341,380,380,390,390,410,410,438,438,468,509,509,528,570,599,635,635,647,647,647,683,683,720,720,720,733,776,802,802,802,802,802,814,828,828,828,828,828,847,847,858,892,933,933,933,933,933,933,933,933,933,933,933,933,949,949,949,949,949,949,949,961,961,961,961,961,999,1028,1067,1067,1067,1067,1067,1083,1083,1102,1105,1105,1119,1119,1119,1119,1119,1129,1151,1185,1185,1185,1185,1185,1185,1217,1217,1217,1228,1228,1233,1233,1233,1233,1233,1233,1233,1233,1233,1282,1282,1289,1289,1289,1289,1289,1289,1332,1332,1340,1340,1343,1343,1343,1343,1343,1343,1369,1369,1369,1369,1369,1369,1412,1447,1447,1447,1455,1481,1498,1498,1511,1511,1511,1511,1560,1607,1607,1625,1625,1625,1671,1671,1709,1709,1709,1709,1709,1731,1731,1731,1731,1731,1757,1757,1757,1757,1757,1757,1797,1797,1797,1818,1818,1818,1831,1831,1831,1831,1876,1876,1876,1898,1898,1946,1946,1950,1951,1979,1979,1982,1982,1992,1996,1996,1996,2013,2013,2013,2013,2013,2042,2042,2042,2042,2042,2042,2064,2064,2064,2064,2064,2064,2064,2103,2103,2103,2103,2136,2136,2173,2173,2173,2189,2196,2196,2196,2243,2243,2255,2255,2255,2255,2255,2255,2267,2287,2320,2320,2320,2320,2320,2360,2370,2370,2370,2418,2425,2425,2425,2425,2425,2425,2425,2425,2426,2426,2436,2436,2436,2444,2444,2444,2444,2444,2444,2444,2444,2450,2450,2450,2450,2450,2496,2506,2506,2527,2527,2527,2527,2535,2535,2535,2543,2543,2543,2543,2543,2543,2543,2553,2553,2589,2590,2590,2590,2590,2616,2616,2633,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678
47017,County 47017,State,47,147,147,147,195,195,195,195,195,195,216,216,216,216,216,216,216,237,237,237,237,237,237,237,237,281,328,352,352,371,394,394,441,441,479,514,514,514,514,558,558,558,607,607,607,607,616,616,651,651,651,651,651,651,651,651,670,670,670,673,673,673,691,701,704,754,754,791,791,791,791,791,821,821,821,861,861,861,861,861,861,861,861,861,907,907,907,907,907,918,918,918,918,918,957,957,985,985,985,985,985,985,985,1035,1050,1050,1050,1050,1050,1092,1092,1107,1107,1126,1126,1126,1147,1147,1147,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1232,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,1272,1272,1272,1272,1279,1279,1279,1279,1279,1279,1279,1279,1279,1286,1286,1286,1286,1286,1286,1286,1286,1300,1300,1300,1300,1300,1300,1300,1344,1344,1355,1386,1408,1453,1491,1491,1491,1505,1505,1505,1505,1531,1552,1560,1560,1560,1560,1560,1560,1560,1560,1597,1597,1626,1626,1671,1673,1714,1714,1714,1733,1733,1733,1733,1764,1764,1764,1764,1764,1764,1764,1806,1818,1818,1818,1836,1880,1901,1901,1901,1946,1946,1983,1983,1983,1983,1983,2019,2019,2019,2019,2019,2033,2033,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2083,2133,2178,2178,2178,2178,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195,2215,2227,2227,2227,2227,2227,2252,2252,2252,2261,2301,2306,2306,2306,2306,2306,2306,2306,2306,2306,2343,2343,2343,2343,2343,2362,2387,2387,2387,2387,2387,2426,2426,2426,2426,2426,2426,2426
5007,County 05007,State,5,837,837,837,837,837,837,837,837,837,860,860,860,892,892,909,909,909,909,909,909,909,909,932,932,932,932,932,968,968,968,985,1011,1011,1011,1011,1011,1060,1060,1060,1060,1060,1060,1103,1103,1107,1107,1142,1142,1152,1152,1152,1152,1167,1167,1193,1193,1193,1193,1193,1229,1229,1229,1229,1251,1251,1287,1287,1287,1287,1287,1287,1287,1287,1313,1313,1313,1313,1316,1316,1316,1361,1401,1449,1449,1449,1449,1449,1449,1454,1454,1454,1454,1454,1454,1454,1454,1454,1502,1502,1502,1502,1509,1509,1509,1509,1555,1555,1555,1592,1592,1592,1592,1592,1605,1605,1605,1605,1605,1618,1668,1668,1711,1711,1711,1711,1711,1738,1738,1738,1738,1766,1766,1771,1771,1771,1771,1771,1771,1771,1771,1772,1797,1797,1846,1846,1846,1846,1846,1846,1846,1846,1883,1883,1883,1883,1883,1883,1933,1933,1957,1957,1957,1957,1957,2000,2018,2018,2018,2018,2018,2018,2018,2018,2018,2038,2039,2039,2039,2069,2108,2150,2185,2185,2185,2218,2218,2218,2218,2218,2218,2218,2259,2259,2259,2292,2302,2302,2302,2312,2312,2362,2385,2385,2385,2385,2385,2385,2402,2402,2402,2402,2402,2402,2448,2448,2451,2495,2495,2495,2495,2517,2556,2586,2601,2601,2601,2609,2609,2652,2652,2652,2663,2689,2732,2732,2732,2732,2732,2732,2732,2763,2792,2792,2792,2805,2805,2805,2805,2805,2805,2841,2841,2841,2841,2885,2885,2885,2885,2898,2898,2911,2911,2911,2911,2911,2911,2911,2911,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2979,2979,2979,3017,3049,3080,3080,3094,3094,3121,3158,3207,3207,3207,3207,3207,3207,3226,3226,3226,3226,3226,3226,3226,3226,3226
47149,County 47149,State,47,916,916,932,950,950,961,961,961,991,991,992,999,999,999,999,999,999,999,999,1035,1035,1085,1085,1085,1100,1128,1128,1128,1128,1175,1175,1200,1200,1247,1291,1291,1291,1291,1322,1322,1360,1360,1360,1360,1384,1384,1384,1408,1408,1408,1408,1411,1418,1454,1454,1454,1470,1470,1470,1470,1470,1470,1514,1514,1514,1524,1556,1556,1556,1556,1556,1556,1565,1565,1593,1593,1593,1634,1634,1653,1653,1653,1655,1690,1690,1690,1725,1725,1725,1725,1725,1725,1725,1725,1725,1744,1744,1780,1801,1801,1801,1829,1840,1847,1847,1847,1854,1854,1886,1886,1886,1886,1903,1936,1956,2001,2001,2040,2040,2040,2040,2040,2040,2040,2043,2043,2043,2043,2043,2043,2043,2043,2068,2077,2077,2077,2077,2077,2111,2119,2119,2119,2119,2123,2123,2123,2123,2123,2123,2123,2135,2135,2135,2160,2160,2160,2160,2160,2160,2160,2203,2203,2203,2203,2203,2203,2203,2248,2248,2248,2248,2288,2288,2326,2326,2326,2346,2346,2361,2361,2361,2361,2374,2416,2430,2430,2430,2430,2458,2467,2467,2467,2467,2467,2467,2467,2467,2467,2467,2475,2501,2528,2528,2532,2532,2532,2544,2566,2588,2603,2603,2603,2603,2603,2630,2638,2684,2718,2718,2764,2764,2764,2769,2769,2769,2769,2769,2769,2769,2770,2770,2777,2777,2777,2777,2777,2777,2777,2777,2777,2777,2818,2818,2818,2826,2826,2826,2826,2826,2826,2826,2826,2826,2872,2872,2872,2872,2872,2902,2922,2922,2922,2927,2976,2976,2976,2976,3005,3005,3005,3041,3041,3041,3057,3057,3057,3057,3079,3118,3118,3118,3118,3135,3135,3151,3151,3151,3151,3151,3185,3216,3216,3216,3216,3216,3216,3216,3258,3258,3258,3258,3258,3258,3275,3275,3275
37175,County 37175,State,37,196,244,244,244,253,253,253,253,253,253,253,253,274,274,279,279,279,293,293,293,293,293,293,293,293,293,293,293,298,343,353,353,375,397,397,433,433,450,450,450,450,450,479,479,479,479,479,479,479,479,479,479,479,512,512,515,515,516,516,521,521,542,542,555,555,578,578,578,578,578,600,600,615,663,663,665,665,665,710,710,710,749,749,770,770,771,771,771,771,771,771,771,803,836,862,868,891,891,891,891,891,939,939,939,939,939,939,939,939,964,964,964,995,995,995,995,995,995,995,1018,1048,1048,1067,1094,1094,1094,1094,1094,1094,1094,1094,1094,1137,1176,1176,1176,1176,1180,1180,1180,1221,1221,1221,1229,1229,1229,1273,1273,1299,1312,1314,1323,1356,1356,1356,1356,1403,1403,1415,1415,1415,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1452,1479,1489,1489,1492,1492,1492,1492,1498,1543,1577,1577,1577,1592,1592,1592,1592,1592,1641,1641,1641,1641,1641,1641,1641,1661,1705,1705,1743,1743,1743,1743,1743,1743,1743,1743,1743,1743,1780,1780,1780,1780,1823,1823,1823,1823,1823,1823,1823,1824,1844,1844,1844,1844,1844,1844,1848,1848,1848,1848,1848,1864,1864,1864,1908,1947,1947,1947,1974,1974,1974,1974,1974,1974,1974,1974,1980,2003,2003,2003,2003,2003,2003,2003,2003,2009,2009,2026,2026,2026,2040,2040,2040,2082,2082,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2176,2176,2176,2176,2176,2185,2185,2216,2216,2216,2216,2216,2216,2216,2216,2216,2260,2260,2274,2274,2274,2274,2274,2313,2355,2355,2355,2355
20131,County 20131,State,20,959,959,959,959,959,995,995,995,995,995,995,998,999,999,1009,1009,1009,1017,1017,1017,1017,1017,1035,1035,1035,1068,1068,1068,1097,1121,1121,1121,1121,1121,1121,1121,1152,1178,1178,1227,1227,1227,1227,1230,1256,1256,1256,1256,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,1330,1330,1330,1336,1336,1336,1336,1336,1336,1366,1383,1383,1383,1412,1462,1473,1473,1488,1522,1522,1522,1522,1522,1522,1522,1569,1569,1569,1569,1582,1582,1592,1592,1631,1677,1677,1677,1689,1717,1747,1747,1747,1747,1747,1747,1747,1747,1747,1791,1791,1791,1791,1791,1791,1800,1809,1809,1811,1838,1864,1864,1905,1952,1952,1952,1952,1971,1971,1979,2006,2006,2006,2006,2045,2045,2045,2072,2072,2072,2082,2082,2102,2150,2150,2150,2167,2167,2167,2167,2167,2167,2167,2182,2182,2182,2182,2232,2232,2245,2245,2245,2245,2281,2331,2380,2380,2380,2398,2398,2398,2398,2435,2435,2435,2435,2481,2481,2481,2481,2481,2481,2481,2481,2495,2495,2495,2495,2495,2521,2521,2570,2570,2570,2570,2570,2570,2570,2570,2592,2616,2616,2616,2616,2616,2661,2670,2670,2670,2708,2708,2708,2708,2708,2737,2737,2737,2737,2737,2737,2737,2737,2737,2737,2767,2767,2800,2800,2803,2819,2852,2895,2895,2895,2895,2907,2907,2907,2907,2907,2907,2907,2907,2954,2954,2954,2954,2954,2954,2954,2954,2982,3030,3030,3030,3030,3036,3036,3086,3086,3086,3086,3086,3086,3086,3128,3147,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3170,3216,3216,3216,3216,3216,3252,3252,3252,3293,3293,3331,3331,3331,3338,3338,3338,3341,3341,3374,3374,3374,3374,3374,3395,3395,3395,3395,3445,3449,3479
21205,County 21205,State,21,514,514,514,525,536,536,536,536,536,536,536,536,536,536,560,560,576,576,583,583,583,583,583,583,583,583,583,583,583,583,589,589,589,603,603,627,627,627,627,627,627,627,627,627,627,670,670,670,670,670,694,694,694,734,734,734,734,734,764,764,764,764,764,788,822,822,822,822,866,866,896,896,896,906,936,977,1010,1047,1047,1047,1047,1047,1086,1086,1111,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,1171,1171,1171,1192,1192,1192,1192,1192,1192,1192,1192,1227,1271,1271,1271,1320,1343,1352,1352,1352,1395,1445,1469,1469,1469,1469,1519,1519,1528,1574,1584,1623,1623,1623,1669,1704,1704,1704,1706,1706,1706,1712,1741,1741,1741,1759,1759,1759,1759,1789,1789,1789,1789,1828,1828,1828,1828,1871,1871,1897,1932,1932,1932,1932,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1994,1994,1994,2013,2013,2013,2052,2085,2085,2087,2133,2172,2212,2212,2212,2240,2240,2240,2240,2240,2240,2240,2240,2240,2240,2275,2275,2308,2308,2308,2308,2308,2308,2308,2308,2308,2319,2319,2356,2356,2383,2383,2383,2383,2383,2383,2383,2411,2411,2411,2416,2449,2449,2449,2449,2449,2449,2449,2479,2479,2479,2479,2479,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2489,2491,2491,2491,2533,2533,2562,2593,2593,2593,2593,2593,2593,2593,2620,2665,2665,2665,2665,2668,2668,2668,2718,2752,2752,2752,2791,2800,2800,2830,2834,2834,2834,2834,2834,2834,2863,2884,2920,2920,2950,2950,2950,2950,2950,2960,2960,2960,2960,2960,2960,2960,2977,2977,2977,2994,2994,3029
19189,County 19189,State,19,128,128,145,145,145,145,145,145,191,191,191,233,253,258,258,258,306,306,306,341,341,341,341,341,349,349,349,349,349,356,356,356,356,356,356,379,379,379,379,413,413,448,448,448,466,505,515,515,515,515,515,515,519,519,519,519,560,560,560,560,561,561,561,561,561,579,607,607,607,607,607,607,613,632,656,663,710,710,710,710,751,788,788,806,806,843,843,843,879,920,962,962,962,962,962,962,962,988,988,1009,1018,1018,1020,1042,1042,1077,1077,1096,1096,1107,1107,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,1150,1150,1160,1160,1160,1160,1160,1174,1197,1244,1244,1244,1244,1244,1279,1279,1279,1279,1282,1282,1282,1282,1282,1304,1304,1304,1305,1305,1305,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1381,1381,1381,1381,1381,1381,1427,1453,1456,1456,1456,1456,1496,1496,1496,1496,1496,1509,1509,1509,1509,1542,1542,1542,1542,1581,1581,1582,1582,1623,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1681,1697,1697,1697,1697,1697,1697,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1717,1735,1735,1735,1754,1754,1754,1754,1754,1776,1825,1840,1840,1840,1840,1840,1840,1840,1840,1840,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841,1846,1846,1846,1846,1846,1896,1896,1896,1896,1909,1909,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1950,1950,1950,1973,1973,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2025,2025,2025,2025,2072
48347,County 48347,State,48,645,645,645,645,645,645,659,674,674,674,674,688,688,688,688,688,688,688,691,691,731,746,746,746,746,746,746,794,794,795,795,795,795,795,795,795,795,818,818,818,818,845,845,845,862,862,862,862,862,862,862,862,862,895,895,895,896,896,946,946,955,955,960,995,1012,1012,1012,1012,1029,1029,1029,1029,1029,1035,1035,1035,1035,1035,1035,1056,1056,1101,1118,1118,1130,1130,1130,1130,1143,1143,1143,1143,1143,1143,1163,1163,1163,1178,1178,1178,1178,1178,1178,1190,1190,1190,1190,1190,1190,1190,1190,1190,1203,1203,1205,1205,1205,1205,1227,1227,1233,1278,1278,1278,1295,1295,1295,1334,1334,1334,1372,1372,1372,1401,1401,1441,1485,1485,1488,1488,1488,1488,1488,1488,1518,1518,1543,1543,1543,1543,1543,1543,1543,1593,1609,1622,1672,1672,1672,1672,1672,1714,1714,1714,1714,1714,1727,1727,1727,1727,1770,1770,1770,1770,1797,1797,1797,1797,1797,1797,1812,1818,1864,1864,1864,1864,1890,1916,1916,1916,1916,1916,1927,1935,1935,1943,1956,1966,1966,1966,1966,2009,2009,2009,2009,2009,2047,2047,2052,2052,2052,2065,2079,2079,2127,2127,2127,2127,2127,2127,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2164,2172,2172,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,2202,2202,2224,2224,2224,2224,2224,2224,2233,2233,2233,2233,2242,2248,2248,2277,2277,2277,2277,2315,2315,2315,2356,2356,2397,2397,2397,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2444,2444,2444,2444,2449,2463
